age,sex,juv_misd_count,juv_fel_count,priors_count,c_charge_degree,c_charge_desc,is_recid
51,Male,0,0,6,(F3),Possession of Cocaine,1
29,Male,0,0,2,(F2),Poss Wep Conv Felon,0
58,Male,0,0,20,(F3),arrest case no charge,0
24,Male,0,0,8,(F3),Grand Theft (Motor Vehicle),1
32,Male,0,0,0,(F3),Possession Burglary Tools,1
39,Female,0,0,1,(F3),arrest case no charge,0
43,Male,0,0,8,(F3),Felony Petit Theft,1
45,Male,0,1,20,(M2),arrest case no charge,1
42,Male,0,0,10,(M2),Driving License Suspended,1
42,Male,0,0,10,(M2),Driving License Suspended,1
22,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,1
49,Male,0,0,4,(F3),Possession of Cocaine,0
42,Male,0,0,0,(F3),Possession Of Heroin,1
40,Male,0,0,0,(M2),Petit Theft,1
40,Male,0,0,0,(M1),Battery,0
25,Male,1,0,2,(F3),Aggravated Assault W/dead Weap,1
25,Male,0,0,0,(M1),Viol Injunct Domestic Violence,1
23,Male,0,0,0,(F3),Felony Battery (Dom Strang),0
21,Male,0,0,2,(F3),Felony Driving While Lic Suspd,1
31,Male,0,0,3,(M1),Battery,0
37,Female,0,0,0,(M1),Battery,0
36,Female,0,0,1,(M2),arrest case no charge,0
28,Female,0,0,0,(M1),Battery,0
24,Male,0,0,11,(F3),Grand Theft in the 3rd Degree,1
45,Male,0,0,0,(F3),Att Burgl Unoccupied Dwel,0
23,Male,0,0,2,(M1),Battery,1
39,Male,0,0,7,(F2),Aggravated Battery / Pregnant,1
25,Male,1,0,2,(M2),Driving Under The Influence,0
25,Male,0,0,2,(F7),Burglary Conveyance Armed,0
24,Male,1,0,1,(F3),Grand Theft in the 3rd Degree,0
46,Male,0,0,1,(F3),arrest case no charge,0
47,Male,0,0,3,(F3),Resist Officer w/Violence,0
54,Male,0,0,2,(M2),Leave Acc/Attend Veh/More $50,1
54,Male,0,0,2,(M2),Leave Acc/Attend Veh/More $50,1
22,Male,0,0,1,(M1),Possess Cannabis/20 Grams Or Less,1
34,Female,0,0,0,(M1),Battery,0
33,Male,0,0,0,(M1),Driving Under The Influence,1
35,Male,0,0,7,(F3),Driving While License Revoked,0
26,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
27,Male,0,0,1,(M2),Poss Drugs W/O A Prescription,0
29,Male,0,0,16,(F3),Fleeing Or Attmp Eluding A Leo,1
38,Female,0,0,1,(F3),arrest case no charge,0
26,Male,0,0,3,(F3),arrest case no charge,0
47,Male,0,0,1,(M1),Theft/To Deprive,0
34,Male,0,0,3,(M1),Battery,0
32,Male,0,0,1,(F3),Driving While License Revoked,0
29,Male,0,0,0,(M1),Battery,0
25,Female,0,0,2,(M2),Unlaw Lic Use/Disply Of Others,1
34,Male,0,0,16,(F3),Felony Battery (Dom Strang),1
55,Female,0,0,1,(F3),Pos Cannabis W/Intent Sel/Del,0
27,Male,0,0,0,(F2),Aggravated Battery / Pregnant,1
26,Male,0,0,0,(MO3),arrest case no charge,0
20,Male,0,3,3,(F3),arrest case no charge,0
39,Male,2,2,19,(F3),Driving While License Revoked,1
24,Male,0,0,1,(F3),Possession of Codeine,0
29,Male,0,0,0,(M1),Battery,0
46,Male,0,0,0,(F3),Resist Officer w/Violence,0
51,Male,0,0,0,(F3),Tampering With Physical Evidence,0
31,Female,0,0,3,(F3),Possession of Cocaine,1
50,Male,0,0,13,(F3),Grand Theft in the 3rd Degree,1
25,Male,0,0,2,(F3),Grand Theft in the 3rd Degree,1
31,Male,0,0,4,(F3),arrest case no charge,1
22,Male,0,0,2,(F3),Agg Fleeing and Eluding,0
31,Male,0,0,0,(M1),Battery,0
54,Male,0,0,15,(F3),arrest case no charge,0
26,Male,0,1,2,(F3),Possession of Cannabis,1
44,Male,0,0,0,(M1),Battery,0
54,Male,0,0,2,(F3),arrest case no charge,0
50,Male,0,0,5,(F3),Possession of Cocaine,0
33,Male,0,0,14,(F3),Possession of Cocaine,1
43,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
22,Male,0,0,0,(M2),Battery,1
37,Male,0,0,2,(F3),arrest case no charge,0
35,Male,1,0,8,(F3),Driving While License Revoked,1
30,Female,0,0,4,(F3),arrest case no charge,1
34,Female,0,0,1,(F3),Poss Pyrrolidinovalerophenone,0
25,Male,0,0,0,(F3),Felony Driving While Lic Suspd,0
25,Male,0,0,0,(F2),"Del 3,4 Methylenedioxymethcath",0
44,Male,0,0,0,(F3),Possession Of Methamphetamine,1
29,Female,0,0,2,(F3),Uttering a Forged Instrument,1
46,Male,0,0,2,(F2),arrest case no charge,1
53,Male,0,0,0,(M1),Battery,0
24,Male,0,0,2,(F3),Driving While License Revoked,1
27,Male,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,0
52,Female,0,0,2,(F3),Possession of Cocaine,1
27,Male,0,0,0,(M1),Battery,1
41,Male,0,0,0,(F3),Felony Battery (Dom Strang),0
21,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,1
23,Male,1,0,6,(M1),Battery,0
42,Male,0,0,4,(F3),Felony Battery (Dom Strang),0
24,Male,0,0,1,(F3),Possession Of Amphetamine,0
38,Male,0,0,8,(F3),Driving While License Revoked,0
62,Male,0,0,6,(F3),Aggravated Assault W/Dead Weap,0
23,Male,0,0,0,(M1),Battery,0
42,Male,0,0,0,(F3),Driving While License Revoked,0
32,Male,0,0,4,(F3),Grand Theft in the 3rd Degree,0
24,Male,0,0,3,(M1),Battery,1
24,Male,0,5,5,(F3),Burglary Conveyance Unoccup,1
29,Female,0,0,1,(F3),Felony Petit Theft,0
26,Male,0,0,4,(F3),Grand Theft (Motor Vehicle),1
50,Male,0,0,9,(F3),Burglary Structure Unoccup,1
32,Female,0,0,3,(M1),Battery on Law Enforc Officer,0
40,Male,0,0,13,(F3),arrest case no charge,0
25,Male,0,0,1,(M2),Discharge Firearm From Vehicle,1
42,Male,0,0,4,(F3),Pos Cannabis W/Intent Sel/Del,0
56,Male,0,0,18,(F2),arrest case no charge,0
39,Male,0,1,6,(M1),Battery,0
42,Male,0,0,1,(F2),arrest case no charge,0
52,Male,0,0,4,(M1),Battery,0
27,Male,0,0,2,(F3),Lease For Purpose Trafficking,0
23,Male,0,0,0,(F3),Possession Of Alprazolam,1
37,Male,0,0,22,(M2),arrest case no charge,1
32,Male,0,0,1,(M1),DUI Blood Alcohol Above 0.20,1
38,Male,0,0,2,(M1),arrest case no charge,1
38,Male,0,0,2,(M1),arrest case no charge,1
52,Male,0,0,4,(M1),Viol Prot Injunc Repeat Viol,1
52,Female,0,0,1,(F3),arrest case no charge,0
29,Male,0,0,2,(F3),Felony Battery (Dom Strang),0
28,Male,0,0,7,(M1),Resist/Obstruct W/O Violence,1
63,Male,0,0,0,(F3),Possession of Oxycodone,0
49,Male,0,0,0,(M2),Poss Of RX Without RX,0
20,Male,0,0,0,(F3),Possession Of Alprazolam,0
50,Male,0,0,0,(F2),Lewd or Lascivious Molestation,0
26,Male,0,0,2,(F3),Agg Assault W/int Com Fel Dome,1
34,Female,0,0,0,(F3),Poss Pyrrolidinovalerophenone,1
28,Female,0,0,1,(F3),arrest case no charge,1
36,Male,0,0,4,(F3),Fraudulent Use of Credit Card,1
45,Male,0,0,1,(F3),Aggravated Assault W/Dead Weap,1
30,Male,0,0,0,(F3),Felony Driving While Lic Suspd,1
24,Male,0,0,3,(F3),Burglary Conveyance Unoccup,1
44,Male,0,0,0,(M1),Battery,0
25,Male,0,0,0,(M1),Battery,1
25,Male,0,0,4,(M1),Battery,1
45,Male,0,0,2,(F3),Possession of Cocaine,0
53,Male,0,0,1,(F3),Tampering With Physical Evidence,0
26,Male,2,0,13,(F3),arrest case no charge,0
26,Male,0,0,1,(F3),Poss Pyrrolidinovalerophenone,1
37,Male,0,0,2,(F3),Lewd/Lasciv Molest Elder Persn,0
20,Male,0,3,3,(F3),arrest case no charge,0
71,Male,0,0,0,(F3),Battery on a Person Over 65,0
24,Male,0,0,0,(M1),Battery,0
40,Male,0,0,2,(M2),arrest case no charge,0
60,Male,0,0,1,(M1),Driving Under The Influence,0
33,Female,1,0,10,(M2),DUI Property Damage,0
39,Male,0,0,5,(M2),Prowling/Loitering,0
33,Female,0,0,0,(F2),Agg Battery Grt/Bod/Harm,0
31,Male,0,0,6,(F2),arrest case no charge,0
53,Male,0,0,18,(F3),arrest case no charge,0
55,Male,0,0,0,(M1),Viol Injunct Domestic Violence,0
36,Male,0,0,4,(M1),Driving Under The Influence,0
34,Male,0,0,0,(M1),Battery,0
30,Male,0,0,6,(F3),Aggravated Assault W/Dead Weap,1
21,Male,0,0,1,(F2),arrest case no charge,1
44,Male,0,0,2,(F3),arrest case no charge,0
55,Male,0,0,0,(M1),Battery,0
27,Male,0,0,0,(M1),Battery,0
22,Male,0,0,1,(F2),arrest case no charge,0
22,Male,0,0,1,(F2),arrest case no charge,1
23,Female,0,0,1,(F3),arrest case no charge,0
24,Female,0,0,7,(M1),arrest case no charge,1
25,Male,0,0,2,(M2),Disorderly Conduct,0
40,Female,0,0,13,(F3),Possession of Cocaine,1
57,Male,0,0,9,(F3),Possession of Cocaine,1
33,Male,0,0,0,(M1),Carrying A Concealed Weapon,1
32,Male,0,0,2,(F3),Aggravated Assault W/dead Weap,0
47,Male,0,0,3,(F3),arrest case no charge,0
43,Female,0,0,1,(F3),Grand Theft (Motor Vehicle),0
51,Male,0,0,6,(M1),Viol Injunct Domestic Violence,1
22,Male,1,0,1,(F2),Burglary Dwelling Occupied,0
47,Male,0,0,2,(F2),Dealing in Stolen Property,0
28,Male,0,0,1,(F3),Possession of Cocaine,1
21,Male,0,0,1,(F3),Burglary Conveyance Unoccup,1
28,Male,0,0,5,(F3),Grand Theft in the 3rd Degree,0
39,Male,0,0,2,(F3),Fleeing Or Attmp Eluding A Leo,0
29,Female,0,0,0,(F3),Poss Pyrrolidinovalerophenone,0
44,Female,0,0,1,(M1),Battery,1
25,Male,0,0,0,(F3),Felony Battery (Dom Strang),1
34,Male,0,0,4,(M1),Battery,0
65,Male,0,0,0,(M1),DUI Property Damage/Injury,0
20,Female,0,0,0,(F3),Possession Of Heroin,0
33,Male,0,0,5,(F3),Driving While License Revoked,1
23,Female,0,0,0,(M1),Battery,0
44,Female,0,0,0,(M1),Battery,0
21,Male,0,1,1,(F1),arrest case no charge,1
66,Male,0,0,0,(F3),Burglary Conveyance Unoccup,0
24,Male,0,0,1,(M1),Battery,0
51,Male,0,0,1,(M1),Battery,0
21,Female,0,0,0,(F3),Battery on Law Enforc Officer,1
39,Male,0,0,6,(F3),arrest case no charge,0
29,Male,0,0,29,(F3),Poss Contr Subst W/o Prescript,1
24,Male,0,0,1,(F3),Aggravated Assault W/Dead Weap,0
38,Male,0,0,1,(F2),arrest case no charge,0
32,Male,0,0,1,(F3),Possession Of Alprazolam,0
23,Female,0,0,0,(F3),Possession Burglary Tools,1
31,Male,0,0,11,(F3),Poss Pyrrolidinovalerophenone,1
31,Male,0,0,11,(F3),Poss Pyrrolidinovalerophenone,1
35,Female,0,0,0,(M1),Petit Theft $100- $300,0
29,Female,0,0,0,(M1),Battery,0
30,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
34,Male,0,0,8,(F3),Possession of Cocaine,0
39,Female,0,0,4,(F3),Aggravated Assault W/Dead Weap,0
32,Male,0,0,0,(F2),arrest case no charge,0
42,Female,0,0,1,(M1),Driving Under The Influence,0
29,Male,0,0,6,(M1),Felony Battery,0
51,Male,0,0,0,(M1),Driving Under The Influence,0
22,Male,0,0,1,(F3),arrest case no charge,0
31,Male,0,0,1,(M2),Unlawful Alter Of Tag,0
29,Male,0,0,2,(F2),arrest case no charge,0
35,Male,0,0,8,(F3),arrest case no charge,1
49,Female,0,0,2,(F3),arrest case no charge,0
21,Male,0,0,0,(F3),Possession Of Amphetamine,0
32,Male,0,0,6,(F3),Attempted Burg/Convey/Unocc,1
48,Male,0,0,4,(F2),arrest case no charge,0
33,Male,0,0,3,(M1),Battery,1
58,Male,0,0,5,(F3),Grand Theft in the 3rd Degree,1
54,Male,0,0,0,(F3),Aggravated Assault,0
30,Male,0,0,3,(F3),Driving While License Revoked,0
28,Male,0,0,1,(F3),arrest case no charge,0
54,Male,0,0,0,(F2),arrest case no charge,0
33,Male,0,0,2,(F1),Robbery W/Firearm,1
43,Female,0,1,5,(F3),arrest case no charge,0
24,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,1
48,Male,0,0,10,(F3),Grand Theft in the 3rd Degree,0
34,Male,0,0,4,(F3),arrest case no charge,0
23,Male,0,0,0,(M1),Battery,0
23,Male,0,0,2,(F3),Resist Officer w/Violence,0
23,Male,0,0,2,(F3),Grand Theft in the 3rd Degree,1
23,Male,0,0,2,(F3),Grand Theft in the 3rd Degree,1
47,Male,0,0,1,(M1),Battery,0
21,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
62,Male,0,0,0,(M1),Driving Under The Influence,0
40,Male,0,0,30,(M1),arrest case no charge,0
52,Male,0,0,2,(M1),Battery,0
29,Male,0,0,0,(M1),Battery,1
48,Male,0,0,2,(F3),arrest case no charge,0
37,Male,0,0,4,(M1),Battery,1
50,Male,0,0,3,(F3),Felony Battery (Dom Strang),0
19,Male,0,0,3,(F7),Burglary Dwelling Armed,1
39,Male,0,0,2,(M2),Opert With Susp DL 2ND Offense,0
49,Male,0,2,13,(F3),Driving While License Revoked,0
58,Male,0,0,2,(F3),Resist Officer w/Violence,0
31,Male,0,0,6,(F3),Possession of Cocaine,0
24,Female,0,0,1,(M1),arrest case no charge,0
23,Male,0,0,1,(M1),Battery,0
30,Male,0,0,23,(F3),Poss Pyrrolidinovalerophenone,0
48,Male,0,0,0,(M1),Battery,0
23,Female,0,0,0,(F3),Aggravated Assault W/Dead Weap,1
31,Male,0,0,17,(F3),Possession of Oxycodone,1
33,Male,0,0,0,(F7),arrest case no charge,1
33,Male,0,0,0,(F7),arrest case no charge,1
50,Female,0,0,5,(M2),Unlaw LicTag/Sticker Attach,0
25,Male,2,0,5,(F3),Aggravated Assault w/Firearm,0
35,Female,0,0,2,(F1),arrest case no charge,0
57,Male,0,0,6,(F3),Grand Theft in the 3rd Degree,0
45,Male,0,0,2,(F3),Felony/Driving Under Influence,0
31,Female,0,0,0,(M1),Battery,0
57,Male,0,0,19,(F3),Possession of Cocaine,0
57,Male,0,0,12,(M1),DUI - Enhanced,0
29,Male,0,0,6,(M1),Battery,1
24,Male,0,0,2,(M1),Battery,0
26,Male,1,0,7,(F3),Grand Theft in the 3rd Degree,0
30,Male,0,0,0,(M1),Battery,1
45,Male,0,0,11,(F3),Felony Battery w/Prior Convict,0
27,Male,0,0,1,(F3),Possession Of Methamphetamine,0
42,Male,0,0,0,(F3),Tampering With Physical Evidence,0
48,Male,0,0,7,(F3),Carrying Concealed Firearm,0
29,Male,2,0,12,(F3),Tampering With Physical Evidence,1
44,Male,0,0,8,(F3),arrest case no charge,0
23,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
28,Female,0,0,0,(F3),Driving While License Revoked,0
41,Male,0,0,3,(F3),Felony Driving While Lic Suspd,0
25,Male,0,0,1,(M1),Battery,1
34,Female,0,0,3,(M1),Battery,0
53,Male,0,0,26,(F3),Possession of Cocaine,1
28,Female,0,0,1,(F3),Battery on Law Enforc Officer,1
27,Male,0,0,0,(F3),Tampering With Physical Evidence,0
39,Male,0,0,4,(F3),Aggrav Child Abuse-Agg Battery,0
23,Female,0,0,1,(F2),arrest case no charge,0
55,Female,0,0,6,(F2),Aggrav Battery w/Deadly Weapon,0
52,Male,0,0,10,(F3),arrest case no charge,0
27,Male,0,0,4,(F3),arrest case no charge,1
47,Male,0,0,5,(F3),Aggravated Assault W/Dead Weap,0
35,Male,0,0,2,(M1),Battery,0
33,Male,0,0,1,(M1),Battery,0
24,Female,1,0,8,(F2),Agg Battery Grt/Bod/Harm,0
30,Male,0,0,7,(F2),Dealing in Stolen Property,1
31,Male,0,3,15,(M1),Battery,1
20,Male,0,0,1,(M1),Aggravated Battery / Pregnant,1
26,Male,0,0,2,(F3),Aggravated Assault W/Dead Weap,1
44,Male,0,0,7,(F3),Possession of Cocaine,1
33,Male,0,0,17,(F3),arrest case no charge,1
34,Male,0,0,0,(F3),Fleeing or Eluding a LEO,1
27,Male,0,0,0,(M1),Battery,0
21,Male,0,0,1,(F3),Possession of Cannabis,1
29,Male,0,0,4,(F3),Felony Driving While Lic Suspd,1
27,Male,0,0,7,(F3),Driving While License Revoked,0
24,Female,0,0,0,(F3),Uttering a Forged Instrument,0
29,Male,0,0,0,(F3),Driving While License Revoked,1
20,Male,0,0,0,(F3),Child Abuse,0
23,Female,0,0,0,(F3),Possession of Cocaine,0
48,Female,0,0,0,(M1),DUI Property Damage/Injury,0
34,Male,0,0,0,(M1),Driving Under The Influence,1
46,Male,0,0,1,(M1),Battery,1
41,Female,0,0,3,(F3),Driving While License Revoked,0
44,Male,0,0,0,(M1),DUI Property Damage/Injury,0
26,Male,0,0,3,(F2),Del Cannabis At/Near Park,1
37,Male,0,0,11,(F3),Felony Driving While Lic Suspd,1
54,Female,0,0,7,(F3),arrest case no charge,0
25,Female,0,0,5,(M2),Trespass Structure/Conveyance,0
27,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
21,Male,0,0,1,(F2),Burglary Unoccupied Dwelling,0
22,Female,0,0,2,(F3),arrest case no charge,0
27,Male,0,0,1,(M2),Susp Drivers Lic 1st Offense,0
32,Male,0,0,7,(F3),Felony Driving While Lic Suspd,0
52,Male,0,0,2,(F3),arrest case no charge,0
44,Male,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,0
21,Female,0,0,0,(F3),Possession of Cannabis,0
28,Male,0,0,1,(F7),Burglary Conveyance Assault/Bat,0
31,Male,0,0,3,(F1),Burglary With Assault/battery,0
60,Male,0,0,3,(M1),DUI - Enhanced,0
40,Male,0,10,14,(M2),Driving License Suspended,0
49,Male,0,0,0,(F3),Possession of Cocaine,0
32,Male,0,0,9,(F1),Robbery W/Firearm,0
30,Male,0,0,10,(M1),Battery,1
30,Male,0,0,10,(M1),Battery,1
26,Male,0,0,1,(F3),False Ownership Info/Pawn Item,0
52,Male,0,0,0,(F3),Manufacture Cannabis,0
55,Female,0,0,0,(M1),DUI Property Damage/Injury,0
27,Female,0,0,1,(M1),Pos Cannabis W/Intent Sel/Del,0
34,Male,0,0,0,(F2),Poss Wep Conv Felon,0
47,Female,0,0,1,(F2),arrest case no charge,0
55,Male,0,0,5,(F3),Felony Battery w/Prior Convict,1
55,Male,0,0,5,(F3),Felony Battery w/Prior Convict,1
36,Male,0,0,3,(F3),Burglary Conveyance Unoccup,0
37,Male,0,0,6,(M1),Battery,0
33,Male,0,0,0,(M1),Resist/Obstruct W/O Violence,0
22,Male,0,0,0,(F3),Possession of Cannabis,1
27,Female,0,0,0,(M2),Assault,0
20,Male,0,0,0,(F3),Uttering a Forged Instrument,1
33,Male,0,0,0,(F7),Burglary Assault/Battery Armed,0
26,Male,0,0,0,(M1),Battery,0
29,Male,0,0,0,(M2),DWLS Canceled Disqul 1st Off,0
32,Male,0,0,1,(M1),Driving Under The Influence,0
25,Male,0,0,10,(F7),Burglary Dwelling Armed,0
37,Male,0,0,4,(M1),Battery,0
20,Female,0,2,2,(F3),arrest case no charge,0
20,Male,1,0,1,(F3),Burglary Conveyance Unoccup,0
31,Male,0,0,15,(F3),arrest case no charge,0
29,Male,0,0,6,(F3),Driving While License Revoked,1
31,Male,0,0,6,(F3),arrest case no charge,0
36,Female,0,0,2,(F2),Aggrav Battery w/Deadly Weapon,0
35,Male,0,0,4,(MO3),Poss Of Controlled Substance,0
37,Female,0,0,1,(F1),Burglary With Assault/battery,0
34,Male,0,0,5,(M2),Petit Theft,1
20,Male,0,0,1,(M2),Assault,1
50,Female,0,0,12,(M1),Battery,1
66,Male,0,0,0,(M1),Battery,0
24,Male,0,0,8,(F3),Felony Petit Theft,1
29,Male,1,0,8,(M1),Battery,1
45,Female,0,0,1,(F3),Driving While License Revoked,0
34,Male,0,0,2,(F3),arrest case no charge,1
70,Male,0,0,0,(M2),Driving Under The Influence,0
33,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
26,Male,0,0,2,(F5),arrest case no charge,0
23,Female,0,0,5,(F3),Driving While License Revoked,0
23,Male,0,1,4,(F2),arrest case no charge,0
27,Male,0,0,5,(M2),Driving License Suspended,0
44,Male,0,0,6,(F3),Grand Theft in the 3rd Degree,1
23,Male,0,0,2,(M1),arrest case no charge,1
36,Male,2,1,17,(M2),arrest case no charge,0
26,Male,0,0,0,(M1),Battery,0
23,Female,0,0,2,(M1),Battery,0
27,Male,0,0,3,(F3),arrest case no charge,1
53,Male,0,0,11,(F3),arrest case no charge,0
29,Male,0,0,0,(M1),Battery,0
65,Male,0,0,1,(M1),DUI Level 0.15 Or Minor In Veh,0
46,Female,0,0,1,(F3),Felony Batt(Great Bodily Harm),1
20,Male,0,0,0,(F3),Burglary Unoccupied Dwelling,0
27,Female,0,1,1,(F3),arrest case no charge,0
45,Male,0,0,7,(F3),Felony Battery,0
42,Male,0,0,1,(M1),arrest case no charge,0
53,Male,0,0,10,(M1),Grand Theft in the 3rd Degree,0
24,Female,1,0,3,(M1),Battery,1
20,Male,1,1,2,(F3),arrest case no charge,1
19,Male,0,0,0,(M1),Battery,0
49,Male,0,0,3,(F3),Possession of Cocaine,0
29,Male,0,0,8,(M2),arrest case no charge,1
29,Male,0,0,0,(F3),Carrying Concealed Firearm,0
52,Female,0,0,1,(F3),Battery on Law Enforc Officer,0
37,Male,0,0,4,(M1),Battery,1
26,Male,0,0,1,(M1),Battery,1
33,Male,0,0,3,(F3),arrest case no charge,0
53,Male,0,0,15,(F3),Felony Driving While Lic Suspd,1
47,Male,0,0,1,(F3),arrest case no charge,0
38,Male,0,0,0,(M1),Extradition/Defendants,1
25,Male,0,0,1,(F3),Possession of Cocaine,0
21,Male,0,1,1,(F3),Burglary Conveyance Unoccup,1
37,Female,0,0,8,(F3),Felony Battery w/Prior Convict,0
48,Male,0,0,0,(M1),Battery,0
40,Female,0,0,1,(F3),Possession of Cocaine,0
51,Male,0,0,1,(F1),arrest case no charge,0
24,Female,0,0,0,(F3),Uttering a Forged Instrument,0
22,Male,0,0,0,(F2),Burglary Dwelling Occupied,1
22,Male,0,0,0,(F2),Burglary Dwelling Occupied,1
42,Male,0,0,0,(F3),False Imprisonment,0
36,Male,0,0,4,(M1),arrest case no charge,0
26,Male,0,0,0,(F2),Aggravated Battery / Pregnant,0
38,Male,0,0,2,(M1),Battery,0
23,Male,0,0,0,(F3),Felony Battery (Dom Strang),1
54,Male,0,0,2,(M2),Battery,0
24,Male,0,0,1,(F3),arrest case no charge,0
26,Male,0,0,0,(F3),arrest case no charge,0
44,Female,0,0,0,(M2),Disorderly Conduct,1
23,Female,0,0,2,(F2),Aggrav Battery w/Deadly Weapon,1
64,Male,0,0,0,(M2),Operating W/O Valid License,0
38,Male,0,0,5,(M2),Felony/Driving Under Influence,1
45,Female,0,0,0,(M1),Battery,0
49,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
42,Male,0,0,0,(F3),Deliver Cannabis,0
45,Female,0,0,3,(F3),Possession of Cocaine,0
24,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
33,Male,0,0,0,(M1),Battery,0
40,Male,0,0,0,(M2),Operating W/O Valid License,0
44,Male,0,0,2,(F3),Leaving the Scene of Accident,0
51,Male,0,0,3,(F3),arrest case no charge,0
50,Male,0,0,0,(F3),Possession of Cocaine,0
33,Male,2,0,2,(M1),Viol Injunct Domestic Violence,0
54,Female,0,0,0,(M1),Battery,0
45,Male,0,0,2,(M1),Driving Under The Influence,0
28,Male,0,0,3,(F3),Possession of Cannabis,1
33,Male,0,0,14,(F1),arrest case no charge,0
41,Male,0,0,0,(M1),Battery,0
42,Male,0,0,17,(M1),arrest case no charge,1
34,Male,0,0,3,(F3),Driving While License Revoked,0
38,Male,0,0,2,(F3),Corrupt Public Servant,1
21,Male,0,0,1,(F3),Bribery Athletic Contests,1
21,Male,0,0,1,(F3),Bribery Athletic Contests,1
33,Male,0,0,5,(F3),Felony Driving While Lic Suspd,0
31,Female,0,0,1,(F3),arrest case no charge,0
36,Male,0,0,1,(F3),Possession Of Methamphetamine,0
28,Female,0,0,1,(F3),arrest case no charge,0
32,Male,0,0,9,(M1),arrest case no charge,1
32,Male,0,0,9,(M1),arrest case no charge,1
31,Male,0,0,0,(M1),Battery,0
45,Male,0,0,1,(M1),Battery,0
30,Male,0,0,1,(F3),Possession Of Heroin,1
53,Male,0,0,1,(F3),arrest case no charge,0
40,Male,0,0,1,(F2),Grand Theft of the 2nd Degree,0
48,Male,0,1,15,(F3),Possession of Cocaine,0
29,Female,0,0,0,(F2),Agg Battery Grt/Bod/Harm,0
55,Male,0,0,0,(F3),Poss Unlaw Issue Driver Licenc,0
44,Male,0,0,3,(M2),Driving License Suspended,0
51,Female,0,0,0,(M1),Battery,1
28,Female,0,0,0,(F3),Aggravated Assault W/Dead Weap,0
52,Male,0,0,1,(F3),Grand Theft (Motor Vehicle),0
27,Male,0,0,1,(F3),Possession of Cannabis,0
23,Female,0,0,1,(F3),arrest case no charge,0
28,Male,0,0,5,(F2),arrest case no charge,0
28,Male,0,0,16,(F3),Possession Of Heroin,1
22,Male,0,0,0,(F3),Felony Battery (Dom Strang),0
26,Male,0,0,4,(F3),Possession of Cocaine,0
51,Male,0,1,8,(MO3),Poss Of Controlled Substance,0
30,Female,0,0,0,(F1),Grand Theft on 65 Yr or Older,0
32,Male,0,0,0,(M1),Battery,0
27,Male,0,0,5,(F3),Grand Theft in the 3rd Degree,0
21,Male,0,0,1,(F3),Battery on Law Enforc Officer,1
62,Female,0,0,1,(F3),Possession of Cocaine,0
21,Male,0,0,0,(F3),Burglary Structure Unoccup,0
34,Female,0,0,0,(F3),Tamper With Witness/Victim/CI,1
24,Male,0,0,7,(F3),Crim Attempt/Solic/Consp,1
32,Male,0,0,0,(M2),Driving License Suspended,0
53,Male,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0
38,Female,0,0,5,(F3),arrest case no charge,1
60,Male,0,0,0,(F3),Felony Petit Theft,0
25,Male,0,0,1,(F2),arrest case no charge,0
56,Male,0,0,3,(M2),arrest case no charge,0
44,Female,0,0,0,(M1),Battery,0
27,Male,0,2,6,(F2),Burglary Dwelling Occupied,0
26,Male,0,0,0,(F3),arrest case no charge,0
31,Male,0,0,1,(M2),DWLS Canceled Disqul 1st Off,1
25,Female,0,0,6,(F3),arrest case no charge,0
56,Male,0,0,14,(F3),Grand Theft in the 3rd Degree,0
20,Female,0,0,0,(M1),Battery,0
35,Male,0,0,1,(M1),Battery,0
33,Male,0,0,1,(F2),Agg Battery Grt/Bod/Harm,1
24,Male,0,0,0,(M1),Battery,0
40,Female,0,0,2,(M2),arrest case no charge,0
27,Male,0,0,9,(F3),Poss Pyrrolidinovalerophenone,1
21,Female,0,0,2,(M2),Petit Theft,0
62,Female,0,0,0,(M1),Battery,0
38,Male,0,0,0,(M1),Battery,0
28,Male,0,0,1,(M2),Driving License Suspended,0
61,Male,0,0,13,(F3),Possession of Cocaine,0
21,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
54,Male,0,0,13,(F2),arrest case no charge,0
38,Male,0,0,9,(F3),Grand Theft in the 3rd Degree,1
29,Male,0,0,6,(F3),False Motor Veh Insurance Card,0
20,Male,0,0,0,(F3),Grand Theft Dwell Property,1
30,Male,0,0,9,(F3),Driving While License Revoked,1
41,Male,0,0,0,(F3),Possession of Cocaine,0
36,Male,0,0,9,(F3),arrest case no charge,1
23,Male,0,0,2,(M1),Viol Injunct Domestic Violence,1
